AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,5628.0,5800.0,5619.0,5508.0,5659.0,5291.3,3156.0,3008.2,,,,,
Current_Liabilities,2895.0,3359.0,3872.0,3313.0,3320.0,3162.9,2424.0,2146.2,,,,,
Diluted_EPS,0.458,1.167,0.609,0.48,0.34,0.094,0.01,,,,-0.586,,0.0
Goodwill_Intangibles,,363.0,,,,376.7,,471.1,,,,,
Inventory,1423.0,1339.0,1342.0,1262.0,1185.0,1121.3,1078.0,1005.3,,,,,
LT_Debt,2310.0,2558.0,1972.0,1908.0,1830.0,2006.4,2075.0,2167.3,0.0,0.0,0.0,0.0,0.0
Revenue,1841.0,2101.0,2074.0,1993.0,1940.0,1846.9,1700.0,1620.0,1418.0,1062.0,1091.0,1318.0,1379.0
Shares_Diluted,555.0,573.3529,553.0,550.0,523.5294,471.0056,500.0,,,,,,
Total_Assets,17815.0,17841.0,17208.0,16194.0,15902.0,15027.6,12647.0,12396.5,,,,,
Total_Liabilities,7555.0,7928.0,8168.0,7587.0,7563.0,7052.1,6145.0,5526.1,,,,,
