AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1257.0,1480.0,1511.0,1609.0,1734.0,1735.0,1879.0,1392.0,1004.0,1188.0,1199.0,1193.0,1214.0,1239.0,1179.0,1185.0
Current_Liabilities,1273.0,1380.0,1508.0,1499.0,1492.0,1852.0,1837.0,1032.0,1165.0,1376.0,1392.0,1388.0,1401.0,1461.0,1440.0,1458.0
Diluted_EPS,0.154,0.154,0.287,0.086,1.633,-1.383,0.34,0.145,-0.11900000000000001,0.682,1.775,0.502,0.858,0.968,0.5820000000000001,12.536
Goodwill_Intangibles,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,,,
Inventory,284.0,301.0,244.0,278.0,275.0,258.0,235.0,237.0,234.0,225.0,220.0,193.0,193.0,181.0,172.0,183.0
LT_Debt,1139.0,1370.0,1376.0,1542.0,1754.0,1049.0,1082.0,1045.0,1403.0,1389.0,1409.0,1477.0,1552.0,1542.0,1569.0,1577.0
Revenue,859.0,901.0,862.0,839.0,935.0,997.0,1008.0,804.0,477.0,745.0,830.0,781.0,802.0,835.0,799.0,784.0
Shares_Diluted,65.1022,64.7321,317.5033,312.8445,235.7545,75.9049,76.4706,75.944,75.596,76.2615,76.6355,75.7045,76.9005,75.3792,73.9213,74.1052
Total_Assets,2462.0,2688.0,2706.0,2717.0,2837.0,2835.0,3017.0,2467.0,2066.0,2254.0,2275.0,2146.0,2172.0,2172.0,2124.0,2290.0
Total_Liabilities,2693.0,3045.0,3174.0,3350.0,3543.0,5135.0,5325.0,4663.0,4169.0,4300.0,4408.0,4410.0,4589.0,4624.0,4641.0,4746.0
