AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,3491.2,2641.4,2966.3,2566.4,2217.0,2197.4,2218.4,2092.3,2095.5,2354.3
Current_Liabilities,1972.4,1434.5,1654.1,1585.0,1347.2,1269.3,1157.6,1306.0,1326.1,1304.1
Diluted_EPS,0.082,0.522,0.293,0.435,0.161,0.147,0.572,0.046,0.016,0.075
Goodwill_Intangibles,3165.8,3155.3,3124.3,3131.2,3135.4,3141.7,3188.6,3134.5,,
Inventory,161.3,161.9,146.0,149.6,150.0,136.4,132.9,142.8,138.7,117.5
LT_Debt,8315.9,7217.4,6240.4,5903.3,5086.4,5184.7,4668.6,4594.1,4462.9,4431.0
Revenue,774.4,913.1,943.6,1063.1,941.0,875.5,823.3,886.3,742.0,645.3
Shares_Diluted,229.653,229.653,225.911,238.996,239.412,239.899,254.126,254.127,254.12599999999998,256.411
Total_Assets,14564.6,12871.5,12190.0,11857.8,10756.9,10740.1,10454.3,10190.4,9959.3,10109.3
Total_Liabilities,13641.9,11892.7,11188.0,10839.1,9698.9,9691.1,9227.4,9133.8,8922.9,8992.2
