AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,376.0,381.4,386.8,413.2,433.7,449.0,459.4,476.4,482.4,219.6,214.9,114.2,122.5,132.7,138.7,92.4,51.5,59.5,62.7
Current_Liabilities,26.9,31.0,28.6,36.7,31.8,37.0,31.2,37.7,36.5,39.8,28.1,18.9,18.0,19.8,18.2,17.0,16.6,18.1,15.2
Diluted_EPS,-0.164,-0.5,-0.948,-0.674,-0.493,-0.546,-0.429,-0.327,-0.293,-0.31,0.07,-0.435,-0.412,-0.391,-0.371,-0.455,-0.419,-0.42,-0.347
Goodwill_Intangibles,7.1,7.5,7.5,17.2,19.0,20.2,21.3,22.3,22.4,24.2,23.0,22.7,22.0,23.7,23.2,3.4,3.5,3.7,3.8
Inventory,17.1,16.8,18.2,22.0,22.7,22.2,22.8,21.2,17.0,14.9,13.3,13.8,11.4,10.5,11.2,8.9,7.7,5.9,5.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,7.6,7.6,7.6,7.6,7.5,7.6,7.6,7.6
Revenue,28.5,25.8,26.6,23.5,29.6,30.3,27.7,25.4,27.2,26.1,31.4,13.1,15.7,15.9,14.9,13.5,12.3,10.9,10.6
Shares_Diluted,37.3266,37.1842,37.0046,36.9225,36.8509,36.6665,36.5182,36.3474,34.4349,31.7114,31.3864,28.3129,28.1791,28.0542,26.6278,23.2137,22.423,22.2238,22.0708
Total_Assets,427.3,434.2,446.7,488.6,504.7,501.5,510.8,528.0,532.7,271.0,264.1,162.9,170.3,170.0,175.5,109.4,65.2,67.6,71.2
Total_Liabilities,70.0,75.3,73.9,83.1,78.2,60.6,55.3,62.0,61.2,64.9,55.1,51.9,51.3,41.3,39.3,34.7,31.0,26.5,23.5
