AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,2015.7,1605.5,1635.5,1608.7,1782.2,1641.3,1721.5,,,,,,
Current_Liabilities,1734.1,1460.5,1400.2,1380.7,1378.5,1371.2,1435.7,,,,,,
Diluted_EPS,0.149,0.071,0.42,0.435,-0.015,-0.308,-0.306,0.314,0.229,0.081,0.183,0.21,0.089
Goodwill_Intangibles,858.1,854.7,845.9,856.2,875.1,879.7,880.6,,,,,,
Inventory,405.6,436.9,451.9,410.2,457.7,410.7,421.8,,,,,,
LT_Debt,1014.0,1127.3,1208.2,1182.0,1387.9,1297.8,1262.3,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1989.2,2356.2,2267.5,2360.1,1970.2,2251.5,1942.2,1209.6,1051.1,1054.7,1188.4,1119.1,983.8
Shares_Diluted,95.024,94.898,94.908,94.913,94.878,94.8777,93.0986,,,,,,
Total_Assets,4669.8,4591.8,4527.9,4544.1,4773.3,4668.0,4729.9,,,,,,
Total_Liabilities,3499.2,3430.7,3417.4,3442.3,3676.9,3587.4,3613.2,,,,,,
