AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,31.0,32.0,36.5,37.9,36.5,39.3,41.3,41.5,46.7,47.9,45.7,49.5,57.1
Current_Liabilities,20.1,16.7,18.1,17.1,19.8,21.1,37.9,22.1,26.9,28.4,27.7,64.6,28.0
Diluted_EPS,-0.446,-0.241,-0.479,-0.456,-0.452,-0.43,-1.463,-2.385,-0.385,-0.319,-0.409,-0.72,-0.609
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,30.3,30.4,30.5,30.6,27.6
Inventory,2.8,2.9,2.9,2.9,2.8,2.9,3.0,3.2,3.1,3.2,3.4,3.4,3.7
LT_Debt,25.1,26.7,31.2,31.7,27.9,29.3,15.3,30.0,30.1,30.3,29.7,27.6,31.1
Revenue,24.8,24.8,23.7,24.1,23.8,24.5,37.9,37.3,43.1,45.2,42.6,49.2,49.7
Shares_Diluted,16.069,15.996,15.877,15.77,15.771,15.761,15.754,15.733,15.715,15.704,15.55,12.228,11.696
Total_Assets,169.3,174.5,184.0,191.1,195.9,205.3,214.5,236.1,278.2,285.4,289.1,295.9,269.9
Total_Liabilities,55.0,53.5,59.4,58.8,57.6,60.1,62.8,61.7,66.5,67.9,67.1,99.5,65.9
