AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,17.1,17.6,15.2,9.8,0.5,0.5,0.4,0.5,0.6,0.7,0.4,0.8,1.6,0.9,1.0
Current_Liabilities,1.1,0.8,1.1,0.4,0.4,0.6,0.6,0.6,0.7,0.8,1.0,1.3,2.9,2.0,2.4
Diluted_EPS,,-0.486,-0.009,0.813,0.752,1.044,0.55,0.423,-0.763,-0.18600000000000003,-0.112,-2.213,0.147,-1.56,0.012
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,2.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,
LT_Debt,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.5,0.4,0.5,0.5,0.5,6.2,6.6,7.3
Revenue,0.3,0.3,1.0,2.1,2.4,3.2,1.9,1.5,,1.0,0.1,1.1,1.4,1.3,0.9
Shares_Diluted,2.6474,2.6474,2.6474,2.6481,2.6315,2.6029,2.6029,2.6029,2.5851,2.5453,2.5448,2.5448,2.5448,2.4614,2.5404
Total_Assets,17.5,17.9,19.5,18.8,16.9,14.9,12.4,11.0,9.9,11.9,11.8,12.5,25.5,24.5,29.2
Total_Liabilities,1.1,0.8,1.1,0.4,0.6,0.8,1.1,1.1,1.1,1.3,1.5,1.8,9.2,8.6,9.4
