AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,31.4,45.2,74.5,92.0,11.5,12.0,8.8,11.8,18.8,8.3,6.9,10.7,14.0,45.7,44.1,35.1
Current_Liabilities,39.6,40.9,44.4,24.3,25.4,23.1,17.1,17.6,23.6,37.1,37.8,35.4,35.8,108.6,102.6,90.1
Diluted_EPS,-0.119,-0.242,-0.364,0.725,-0.016,-0.055,-0.059,0.044,-0.11,-0.045,-0.187,-0.107,-0.064,-0.225,-0.129,-0.106
Goodwill_Intangibles,,,,,,,0.0,0.4,0.5,0.5,0.5,0.8,0.8,35.3,36.4,40.0
Inventory,1.5,1.5,1.3,1.9,1.9,1.7,0.9,1.1,1.4,,0.0,0.2,0.3,0.5,0.6,0.7
LT_Debt,0.0,0.0,0.0,0.0,1.4,1.4,1.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.6,4.7,6.3,1.2,4.0,4.4,4.8,2.6,2.3,0.4,0.3,0.7,2.9,1.2,2.6,1.8
Shares_Diluted,105.1578,105.1578,105.187,100.38,99.917,99.759,99.603,99.45,89.264,53.775,48.473,46.282,43.335,39.258,55.38800000000001,35.463
Total_Assets,33.4,47.1,75.5,93.1,13.7,14.4,11.3,16.1,23.1,12.0,14.8,21.5,25.5,99.5,93.8,90.4
Total_Liabilities,39.7,41.0,44.5,24.4,28.9,28.1,20.4,18.9,30.5,37.3,42.6,41.7,42.4,119.0,106.9,100.5
