AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020
Current_Assets,8108.0,9360.0,9853.0,8090.0,8767.0,7981.0,8587.0,,,
Current_Liabilities,5947.0,7839.0,7887.0,5878.0,6434.0,7996.0,7796.0,,,
Diluted_EPS,0.293,0.103,-0.575,-0.339,0.324,0.128,1.862,-0.187,0.058,1.748
Goodwill_Intangibles,,,,,,,47.0,,,
Inventory,1344.0,1505.0,1464.0,1383.0,1211.0,1288.0,1238.0,,,
LT_Debt,5763.0,4466.0,4480.0,4507.0,4548.0,4894.0,4914.0,0.0,0.0,0.0
Revenue,7565.0,7333.0,6051.0,5465.0,5591.0,5532.0,4405.0,4153.0,4331.0,13272.0
Shares_Diluted,328.0,331.0,327.0,327.0,327.0,328.6558,326.0,,,
Total_Assets,46158.0,46909.0,46616.0,45333.0,46846.0,48086.0,48010.0,,,
Total_Liabilities,35430.0,35891.0,35813.0,34333.0,35741.0,36867.0,36376.0,,,
