AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018
Current_Assets,4.0,5.2,7.9,6.0,7.0,7.3,10.0,12.2,12.3,12.8,14.0,8.8,8.6,9.2,9.8,9.9,10.0
Current_Liabilities,5.8,4.5,4.7,4.9,4.0,3.4,3.0,2.6,1.3,1.2,1.2,1.2,1.4,1.8,1.8,1.8,1.8
Diluted_EPS,-0.862,-0.278,0.65,-0.428,-0.913,-0.643,-0.629,0.04,-0.179,-0.034,1.106,0.042,-0.067,-0.119,-0.064,-0.053,0.054
Goodwill_Intangibles,0.1,0.2,0.3,0.3,0.3,1.3,1.3,1.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,
Inventory,1.4,2.2,1.8,1.8,1.6,2.0,1.8,1.9,1.1,1.1,1.1,5.0,1.2,5.8,6.1,6.1,5.7
LT_Debt,2.5,1.5,2.6,2.8,3.3,1.5,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.9,1.8,3.0,3.8,0.4,1.7,2.0,1.5,1.0,1.1,1.0,1.1,1.2,1.1,1.2,1.2,3.8
Shares_Diluted,3.8084,3.7883,3.8196,3.7804,3.7842,3.7645,3.7632,3.7765,3.7813,3.8583,4.0835,4.0329,4.0332,4.001,3.9945,3.9945,4.1513
Total_Assets,22.8,20.5,23.4,20.0,21.2,22.4,25.2,27.3,13.2,13.7,15.0,10.1,9.9,10.5,10.9,11.2,11.3
Total_Liabilities,22.2,16.8,18.7,17.9,17.4,15.3,15.5,15.3,1.3,1.2,1.2,1.3,1.4,1.9,1.8,1.8,1.8
