AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,45.1,47.9,51.8,68.7,72.6,76.5,78.7,81.8,85.1,88.1,91.5,89.7,70.8,74.8,78.2
Current_Liabilities,23.4,22.8,24.8,26.0,26.5,27.9,30.5,31.3,31.7,31.5,33.3,31.0,30.8,31.5,32.0
Diluted_EPS,-0.491,-0.4,-0.483,-0.451,-0.494,0.402,0.305,-0.277,-0.517,-0.325,-0.018,-0.638,-0.303,-0.204,-0.746
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.5
Inventory,2.5,2.7,1.8,1.8,1.8,2.2,2.2,2.0,2.4,2.0,2.1,3.1,2.7,2.6,2.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,35.2,39.1,37.7,37.6,36.3,40.6,38.3,38.7,36.8,40.8,37.7,35.4,40.3,46.8,43.1
Shares_Diluted,5.3525,5.3525,5.3525,5.3525,5.3525,5.3525,5.3525,5.3525,5.3526,5.3526,5.3526,5.3526,5.3526,5.381,5.369
Total_Assets,69.5,72.3,77.4,94.8,100.1,105.5,108.5,113.3,118.1,123.2,129.3,130.6,136.5,141.0,145.6
Total_Liabilities,60.6,59.9,52.7,58.8,60.9,62.9,66.2,72.1,74.9,76.8,79.4,80.0,81.8,83.3,90.1
