AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,1599.0,1706.7,1853.6,1837.2,1778.7,1569.9,1591.0,1569.9,1359.6,858.5,1397.8,850.9,1023.2,674.4,906.6
Current_Liabilities,1207.5,1305.7,1460.8,1512.3,1499.0,1900.4,1871.6,1811.5,865.1,860.7,1195.0,1140.5,811.7,624.5,823.3
Diluted_EPS,1.719,2.34,3.678,4.049,2.124,2.048,1.867,5.833,0.921,3.987,1.571,1.013,0.8440000000000001,3.506,1.228
Goodwill_Intangibles,2236.3,2150.5,2118.8,2433.7,2477.0,2421.7,2391.8,2407.3,2308.5,2298.5,2636.9,2594.0,2558.9,1927.8,2477.4
Inventory,29.1,32.7,31.8,36.7,34.8,33.0,35.9,34.3,11.8,11.5,14.3,14.5,16.0,13.7,18.8
LT_Debt,2101.4,2128.4,2096.1,2654.6,2648.2,2104.9,2008.2,2184.4,1935.7,1442.8,1821.4,1813.7,2361.8,2025.3,2630.4
Revenue,2499.1,2642.9,3028.3,3271.8,2960.1,2891.7,2828.4,2480.8,1510.9,4972.9,1640.3,1425.7,1184.1,4999.6,1635.8
Shares_Diluted,87.9143,88.5907,90.0337,92.3433,93.9383,95.0561,95.2242,95.3419,95.5035,90.9348,92.6509,88.6387,84.6579,85.3642,84.3869
Total_Assets,7434.8,7436.7,7429.8,8212.7,8014.7,7947.1,7477.8,7457.2,5564.8,5059.9,6471.0,5883.3,6061.5,4494.1,5768.9
Total_Liabilities,4015.3,4109.9,4285.8,5000.3,4937.1,4826.5,4619.4,4728.0,3196.6,2707.5,3510.7,3439.1,3669.8,3009.3,3904.7
