AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,20.1,16.9,15.9,17.0,17.6,16.3,16.0,16.9,17.3,15.4,15.9,14.7,14.2,11.5,10.3,10.2,10.7,9.6,9.1,9.6
Current_Liabilities,14.2,11.6,10.9,12.1,12.4,11.3,10.9,11.5,12.2,10.2,11.0,10.0,9.6,8.9,7.4,7.3,7.9,6.8,6.1,6.5
Diluted_EPS,0.008,-0.01,0.008,-0.017,-0.013,-0.018,-0.014,-0.003,0.002,-0.01,0.001,0.0,0.0,-0.024,-0.003,-0.003,-0.005,-0.025,-0.008,-0.004
Goodwill_Intangibles,0.4,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,10.3,8.7,8.7,8.6,8.8,7.9,7.7,8.2,8.3,7.4,7.7,7.9,8.0,7.5,7.6,7.5,7.4,7.0,7.0,7.2
Shares_Diluted,29.7917,26.8165,27.7798,26.5103,26.5122,26.3519,26.2771,26.1353,26.5659,25.9881,26.5112,25.8075,25.7174,24.186,24.0953,23.9865,23.8458,23.7878,23.6448,23.5587
Total_Assets,20.6,17.2,16.2,17.0,17.6,16.3,16.1,16.9,17.3,15.4,16.0,14.8,14.4,11.7,10.5,10.4,11.0,9.9,9.4,10.0
Total_Liabilities,14.2,11.6,10.9,12.1,12.4,11.3,10.9,11.5,12.2,10.2,11.0,10.0,9.6,8.9,7.5,7.4,8.0,7.0,6.3,6.7
