AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,64.1,65.1,56.2,59.4,50.8,49.3,45.0,,,,,,,
Current_Liabilities,47.1,39.0,36.2,41.1,41.9,33.9,116.9,,,,,,,
Diluted_EPS,-0.068,0.07,0.001,0.12,0.018,0.049,-0.026,0.095,0.035,0.044,0.0,0.0,0.0,0.0
Goodwill_Intangibles,587.8,559.0,564.4,571.8,539.2,511.1,501.0,,,,,,0.0,0.0
Inventory,5.9,6.0,4.5,4.0,4.5,4.4,3.8,,,,,,0.0,0.0
LT_Debt,292.2,278.0,277.4,269.9,225.3,203.9,244.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,29.9,33.3,24.3,33.6,25.8,46.9,16.6,25.6,21.6,21.0,,,0.0,0.0
Shares_Diluted,64.3795,64.7894,64.7817,64.5836,64.7168,60.5611,64.0693,,,,,,,
Total_Assets,720.3,686.5,683.3,684.3,633.1,601.7,581.0,,,,,,,
Total_Liabilities,376.7,343.9,341.0,337.9,291.6,263.8,387.2,,,,,,,
