AAII_QTR_DATA,03/02/2023,12/01/2022,09/01/2022,06/02/2022,03/03/2022,12/02/2021,09/02/2021,06/03/2021,03/04/2021,12/03/2020,09/03/2020,05/28/2020,02/27/2020,11/28/2019,08/29/2019,05/30/2019,02/28/2019,11/29/2018,08/30/2018
Current_Assets,21898.0,22921.0,21781.0,22708.0,21502.0,20191.0,19907.0,18561.0,17279.0,16529.0,17965.0,17899.0,15976.0,16167.0,16503.0,15066.0,16550.0,15039.0,16039.0
Current_Liabilities,5255.0,6525.0,7539.0,7009.0,6918.0,6512.0,6424.0,5462.0,5433.0,5688.0,6635.0,6185.0,5822.0,6317.0,6390.0,5397.0,7361.0,5189.0,5754.0
Diluted_EPS,-2.119,-0.179,1.348,2.343,2.003,2.041,2.384,1.515,0.527,0.707,0.874,0.711,0.357,0.435,0.4970000000000001,0.7440000000000001,1.419,2.805,3.554
Goodwill_Intangibles,1638.0,1656.0,1649.0,1643.0,1642.0,1575.0,1577.0,1578.0,1570.0,1564.0,1562.0,1560.0,1560.0,1561.0,1568.0,1567.0,1578.0,1584.0,1559.0
Inventory,8129.0,8359.0,6663.0,5629.0,5383.0,4827.0,4487.0,4537.0,4743.0,5521.0,5607.0,5405.0,5208.0,4943.0,5118.0,4905.0,4390.0,3876.0,3595.0
LT_Debt,12037.0,10094.0,6803.0,6856.0,6953.0,6904.0,6621.0,6418.0,6298.0,6356.0,6373.0,6356.0,5188.0,5188.0,4541.0,3564.0,3606.0,3736.0,3780.0
Revenue,3693.0,4085.0,6643.0,8642.0,7786.0,7687.0,8274.0,7422.0,6236.0,5773.0,6056.0,5438.0,4797.0,5144.0,4870.0,4788.0,5835.0,7913.0,8440.0
Shares_Diluted,1091.0,1090.0,1107.0,1121.0,1130.0,1130.0,1141.0,1145.0,1144.0,1135.0,1131.0,1129.0,1133.0,1129.0,1128.0,1129.0,1141.0,1174.0,1217.0
Total_Assets,66520.0,67874.0,66283.0,65296.0,63696.0,61246.0,58849.0,55943.0,54135.0,53691.0,53678.0,52005.0,49648.0,49649.0,48887.0,46288.0,47487.0,44595.0,43376.0
Total_Liabilities,19263.0,18568.0,16376.0,16015.0,15851.0,15338.0,14916.0,13684.0,13472.0,13784.0,14682.0,14185.0,12625.0,13149.0,13006.0,10965.0,12920.0,10726.0,11082.0
