AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,142.0,137.3,127.1,141.6,133.6,125.1,104.7,119.0,122.6,114.4,122.2,124.8,127.9,136.5,130.3,131.3
Current_Liabilities,99.8,104.4,97.7,88.5,87.5,89.7,76.8,93.2,88.4,70.6,69.9,72.4,75.0,85.8,50.5,53.7
Diluted_EPS,0.135,0.069,0.035,0.042,0.107,0.104,0.027,0.038,-0.015,0.07,-0.085,-0.027999999999999997,-0.003,0.025,-0.021,0.049
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,110.0,104.7,97.2,76.7,68.9,71.0,74.3,73.0,79.1,86.3,97.6,100.1,106.7,110.8,110.1,106.3
LT_Debt,5.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,22.2,37.7,63.3,63.3,63.4,50.4,53.4,46.5
Revenue,107.6,102.5,90.2,92.2,96.2,92.1,81.6,81.5,67.7,94.3,78.6,85.9,88.9,86.9,83.9,89.3
Shares_Diluted,51.2535,51.1629,51.1323,51.384,51.3339,51.0568,51.3715,50.6876,49.9263,49.8421,49.7934,49.7697,50.9993,52.038000000000004,51.9404,52.3038
Total_Assets,345.3,342.8,340.8,360.9,356.4,354.0,342.7,366.0,372.1,375.6,399.8,412.4,417.3,430.9,297.6,296.9
Total_Liabilities,212.3,217.2,218.5,207.8,206.0,209.6,203.6,228.9,237.4,240.7,268.9,277.7,279.3,278.6,151.3,147.5
