AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020
Current_Assets,29.4,30.2,,
Current_Liabilities,3.5,16.7,,
Diluted_EPS,0.612,0.212,0.157,0.001
Goodwill_Intangibles,30.4,6.8,,
Inventory,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0
Revenue,97.0,37.6,11.0,8.2
Shares_Diluted,,,,
Total_Assets,72.0,56.9,,
Total_Liabilities,7.5,18.8,,
