AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,4019.6,3954.6,1667.4,2963.8,3523.0,,,
Current_Liabilities,3530.6,2107.6,1724.5,2892.8,3354.2,,,
Diluted_EPS,,0.309,,0.413,,0.479,,0.396
Goodwill_Intangibles,9082.9,3101.3,2685.9,2412.9,2385.3,,,
Inventory,248.2,213.9,168.4,162.4,162.9,,,
LT_Debt,4847.3,3807.3,1731.6,1755.5,1835.9,0.0,0.0,0.0
Revenue,1562.4,2658.1,1118.0,1951.0,896.0,1853.9,945.5,1815.2
Shares_Diluted,,432.38,,373.22,,373.4371,,373.0829
Total_Assets,14795.2,8116.4,5365.0,6362.2,6928.6,,,
Total_Liabilities,9708.3,6331.0,3795.8,4952.7,5526.7,,,
