AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,64.9,77.3,84.7,76.2,85.3,13.8,26.1,22.6,26.2,50.5,58.0,64.9,51.6,47.8
Current_Liabilities,15.3,12.7,12.1,8.8,10.0,14.3,17.0,6.2,5.1,24.4,5.4,5.3,5.2,3.9
Diluted_EPS,-0.88,-0.573,0.229,-0.523,-1.405,-1.084,-4.93,-1.243,-1.535,-1.98,-1.805,-1.68,-1.108,-1.264
Goodwill_Intangibles,31.8,33.2,33.7,33.7,34.3,34.1,33.9,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9.4,9.7,9.6,9.5,9.5,0.0,0.0,0.0,0.0,0.0,19.1,19.0,0.0,0.0
Revenue,,2.6,17.5,0.8,2.9,2.9,11.3,,,,0.0,,,0.0
Shares_Diluted,21.5735,21.0835,20.6886,20.6178,17.9591,9.1003,1.1235,4.3121,4.263,4.1309,4.1191,4.1148,4.1108,4.1092
Total_Assets,100.6,114.7,123.0,114.8,125.0,53.4,63.6,27.2,31.1,55.5,63.2,70.2,57.1,64.4
Total_Liabilities,29.0,26.5,26.2,24.7,26.0,18.6,20.6,8.9,7.9,27.3,27.7,27.8,9.1,12.8
