AAII_QTR_DATA,04/30/2022,01/30/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,01/02/2020,11/02/2019,08/03/2019,04/27/2019,01/26/2019,10/27/2018,07/28/2018,04/28/2018
Current_Assets,71.2,68.7,67.0,63.1,62.9,62.1,62.7,63.0,57.5,59.2,59.3,59.8,59.3,59.1,59.8,60.2,59.4
Current_Liabilities,6.2,6.0,6.7,5.1,3.9,4.0,4.7,5.4,2.7,3.6,4.0,5.3,4.2,4.1,4.9,4.8,4.2
Diluted_EPS,1.127,1.122,0.983,0.41,0.524,0.316,0.213,-0.488,-0.215,0.246,0.424,0.338,0.161,0.027999999999999997,0.358,0.057999999999999996,0.033
Goodwill_Intangibles,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,
Inventory,18.4,16.8,15.6,14.3,12.4,13.7,15.3,18.3,18.1,19.5,19.8,19.8,16.1,15.5,17.9,18.4,14.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,32.8,31.4,27.6,21.4,21.6,20.2,18.9,12.0,14.3,20.3,22.7,22.2,18.6,20.7,20.6,14.9,16.2
Shares_Diluted,2.2602,2.2602,2.2602,2.2738,2.2857,2.3012,2.3184,2.3354,2.3392,2.3409,2.3412,2.3907,2.3935,2.3937,2.3941,2.3942,2.3964
Total_Assets,85.4,83.0,81.4,77.9,76.7,76.2,76.9,77.9,76.6,78.6,78.7,79.4,78.9,78.7,80.8,80.4,79.3
Total_Liabilities,6.7,6.6,7.2,5.6,4.6,4.6,5.4,6.1,3.4,4.3,4.7,6.0,4.8,4.7,6.6,5.4,4.2
