AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,11/30/2019,08/31/2019,05/31/2019,11/30/2018
Current_Assets,439.9,435.4,432.0,451.1,443.2,436.1,420.7,449.3,72.8,62.8,,,
Current_Liabilities,63.3,60.7,60.6,87.7,80.8,79.1,68.9,97.7,72.7,54.6,,,
Diluted_EPS,-0.043,-0.007,0.005,-0.042,-0.003,-0.049,-0.036,-0.139,-0.069,-0.033,-0.023,-0.115,-0.069
Goodwill_Intangibles,326.0,329.9,333.8,337.8,341.9,346.0,350.1,354.1,358.4,366.9,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Revenue,72.4,76.4,73.4,70.9,67.9,62.7,58.9,58.3,153.4,46.6,47.9,123.4,36.6
Shares_Diluted,132.5239,132.103,134.2122,131.4811,131.613,130.9821,130.7884,154.5335,122.7588,122.7588,,,
Total_Assets,816.7,818.0,818.5,844.1,838.0,837.3,827.2,861.1,496.9,489.8,,,
Total_Liabilities,83.6,81.7,84.6,113.4,103.4,105.4,95.8,127.3,100.0,86.9,,,
