AAII_QTR_DATA,01/28/2023,10/29/2022,07/30/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,10/31/2020,07/31/2020
Current_Assets,350.0,349.8,346.0,332.2,301.8,135.6,133.6,,,
Current_Liabilities,43.4,49.5,42.6,26.5,25.8,23.7,15.8,,,
Diluted_EPS,0.018,-0.023,-0.001,-0.037,-0.001,-0.029,-0.09,-0.197,-0.103,-0.035
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,50.3,47.8,37.0,27.3,26.1,21.3,13.3,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,54.3,51.4,46.5,37.5,31.8,26.4,10.7,58.7,14.5,11.0
Shares_Diluted,156.519,146.012,145.077,144.4954,141.02,139.9471,139.9471,,,
Total_Assets,417.3,414.0,405.7,375.7,334.2,162.6,156.7,,,
Total_Liabilities,62.7,69.9,63.7,41.5,28.5,26.0,18.0,,,
