AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5704.3,5637.0,5014.1,4807.9,4728.2,4298.3,4368.4,3944.7,3870.9,3810.0,3729.1,3956.6,4161.6,3961.3,3537.4,3789.0
Current_Liabilities,3630.5,3435.2,3454.6,3549.2,3619.3,3414.6,3362.8,2857.5,2607.7,2562.1,2884.5,3027.7,3228.9,3054.7,2766.7,2659.1
Diluted_EPS,2.373,2.027,3.741,2.398,3.726,1.987,1.784,2.086,0.927,0.852,-1.168,0.099,1.824,0.84,1.2570000000000001,0.892
Goodwill_Intangibles,1687.0,1701.5,1673.0,1695.6,1711.8,1708.3,1762.1,1735.5,1716.6,1742.7,1800.0,1974.7,2035.6,2040.9,2068.6,2085.2
Inventory,3382.3,3259.7,2593.7,2738.3,2667.0,2360.3,1974.4,2057.1,2169.0,2187.5,2078.7,2311.3,2424.8,2307.6,1908.7,2101.8
LT_Debt,2018.0,1899.4,1411.2,1319.1,1206.4,936.6,1266.5,1429.3,1652.1,1680.9,1203.8,1277.1,1317.7,1414.3,1275.3,1699.3
Revenue,2945.2,2685.7,3155.2,2725.1,2879.3,2378.7,2717.1,2497.5,2006.8,1928.3,2513.6,2109.4,2422.6,1995.8,2592.2,2214.7
Shares_Diluted,74.9,74.9,75.4,75.6,75.9,75.9,75.9,75.4,75.2,75.9,75.6,76.7,77.2,77.5,78.5,79.7
Total_Assets,9888.9,9876.5,9182.1,8941.9,8863.3,8312.3,8504.2,7940.3,7778.0,7705.7,7759.7,8079.2,8415.1,8204.3,7626.4,7917.1
Total_Liabilities,6505.7,6201.7,5766.2,5773.1,5725.0,5225.8,5524.2,5130.6,5101.9,5063.6,4905.9,5102.6,5350.4,5248.6,4693.5,5011.0
