AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,286.8,310.7,137.3,162.3,185.4,152.8,184.6,124.5,88.6,103.8,98.9,117.6
Current_Liabilities,30.3,28.3,29.5,28.2,30.1,23.8,28.7,54.3,29.7,26.7,24.0,17.7
Diluted_EPS,-0.18,-0.168,-0.167,-0.149,-0.17,-0.189,-0.085,-0.491,0.067,0.024,-0.431,-0.127
Goodwill_Intangibles,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
Inventory,0.0,0.0,0.1,0.0,0.1,0.5,0.6,0.2,0.2,0.9,0.9,1.1
LT_Debt,232.9,232.9,1.4,2.4,1.7,0.0,0.0,0.0,23.2,25.3,27.5,27.4
Revenue,0.2,0.6,0.6,0.5,0.4,6.7,4.4,0.2,0.2,0.2,0.2,0.4
Shares_Diluted,171.9676,171.6895,169.6395,169.3101,162.4161,158.0314,144.1523,128.2255,129.091,126.406,97.609,113.1018
Total_Assets,310.3,335.1,162.7,189.0,213.2,181.8,214.8,155.9,216.0,198.2,144.7,177.7
Total_Liabilities,276.8,275.9,46.7,47.6,50.0,43.0,49.1,75.8,74.9,75.0,56.3,49.8
