AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,6.4,7.7,11.1,8.6,9.7,11.8,8.5,10.2,,,,
Current_Liabilities,7.3,6.1,5.1,6.1,7.8,8.5,8.7,8.9,,,,
Diluted_EPS,-0.078,-0.125,-0.065,-0.067,-0.057,-3.85,-0.051,0.008,-0.021,0.048,0.004,0.003
Goodwill_Intangibles,11.0,11.9,12.7,12.3,11.1,11.7,2.0,2.2,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.8,11.3,12.0,22.6,11.1,9.2,8.1,10.0,8.0,9.0,7.4,7.6
Shares_Diluted,41.8595,38.8939,36.0229,36.0229,35.5072,0.8952,38.9387,38.9387,,,,
Total_Assets,18.9,20.8,24.9,22.4,22.3,24.6,11.4,13.3,,,,
Total_Liabilities,9.6,8.4,7.3,8.3,7.8,8.5,8.7,8.9,,,,
