AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021
Current_Assets,24.1,5.6,,
Current_Liabilities,2.0,3.7,,
Diluted_EPS,0.089,0.028,0.032,-0.004
Goodwill_Intangibles,0.9,0.6,,
Inventory,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0
Revenue,7.2,2.9,3.2,0.1
Shares_Diluted,40.5449,45.0,,
Total_Assets,25.0,6.4,,
Total_Liabilities,2.0,3.9,,
