AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,85.5,86.8,87.2,1.5,2.3,3.1,3.8,2.3,1.0,0.2,0.2,0.5,0.7,0.7,0.9,2.0
Current_Liabilities,0.7,0.6,0.2,0.9,0.7,0.6,0.6,1.2,1.0,1.0,0.8,0.6,0.7,0.5,0.7,0.9
Diluted_EPS,-0.066,-0.037,-0.056,-0.644,-0.609,-0.484,-0.614,-0.786,-0.7140000000000001,-0.95,-1.202,-1.399,-0.001,-0.001,-0.001,-0.001
Goodwill_Intangibles,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,21.4702,21.6672,17.3578,1.5913,1.5766,1.5658,1.5472,1.1246,1.0515,0.9216,0.8878,0.8109,1148.258,1126.905,1080.708,1046.496
Total_Assets,90.6,91.9,92.3,6.6,7.4,8.3,8.9,7.4,6.2,5.3,5.3,5.6,5.8,5.8,6.1,7.1
Total_Liabilities,0.7,0.6,0.2,0.9,0.7,0.6,0.7,1.2,1.1,1.0,0.8,0.6,0.7,0.5,0.7,0.9
