AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,481.8,312.8,342.8,432.2,529.1,447.8,440.1,442.2,418.4,289.1,0.9,0.8,1.0,1.1,1.0,1.2,1.1
Current_Liabilities,964.2,852.8,874.2,940.7,856.3,760.5,773.5,742.5,636.4,564.6,0.4,0.2,0.2,0.7,0.1,0.0,0.0
Diluted_EPS,-0.016,-0.13,-0.256,-0.444,-0.338,-0.429,-1.358,-0.576,-0.488,-0.915,0.015,0.017,0.034,0.032,0.036000000000000004,0.034,0.03
Goodwill_Intangibles,840.5,876.0,889.1,903.9,919.8,934.1,948.6,961.6,978.0,993.8,,,,,,,
Inventory,81.0,64.2,51.3,54.2,67.0,80.3,47.3,60.8,82.6,79.9,,,,,,,
LT_Debt,2698.2,2698.2,2700.3,2702.1,2814.1,2816.3,2818.6,3.1,109.1,169.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,407.3,392.7,396.2,386.7,354.1,342.3,324.1,319.0,306.0,303.2,,,,,,,
Shares_Diluted,212.6804,210.7397,208.7898,208.7595,208.6859,206.7916,198.9533,187.5512,178.41099999999997,151.0108,43.125,43.125,43.125,43.125,43.125,43.125,43.125
Total_Assets,2908.3,2713.2,2785.6,2916.4,2973.8,2833.3,2872.4,2924.7,2829.9,2670.4,355.9,355.1,354.4,353.4,351.4,349.8,348.4
Total_Liabilities,4624.0,4467.0,4525.7,4625.9,4604.4,4417.2,4461.9,4361.9,4234.8,4109.7,6.5,12.3,12.2,12.8,12.2,12.1,12.1
