AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,353.6,355.3,370.2,380.3,417.5,390.0,424.8,417.8,424.5,390.1,414.0,339.4,456.0,377.6,347.9,291.3,287.0,243.1
Current_Liabilities,188.1,182.0,186.9,192.8,226.0,188.5,220.3,224.4,236.6,211.7,226.9,153.1,256.1,191.2,174.3,130.0,128.5,93.3
Diluted_EPS,-0.218,-0.163,-0.081,-0.102,0.042,-0.059,0.088,0.094,0.226,0.07,0.02,0.037,0.195,0.157,0.192,0.09,0.115,-0.141
Goodwill_Intangibles,1.9,2.0,1.8,1.7,1.7,1.5,1.3,1.1,1.1,1.1,0.8,0.8,0.7,0.4,0.4,0.4,0.0,0.0
Inventory,71.2,85.7,78.7,89.4,81.7,76.7,79.1,83.9,63.6,71.3,61.0,54.9,65.6,70.2,65.9,46.8,35.0,30.3
LT_Debt,16.2,13.9,13.3,9.2,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,129.0,97.2,131.0,100.9,188.9,149.7,235.1,178.0,273.5,215.3,249.4,113.3,273.2,165.7,181.8,105.9,144.1,85.3
Shares_Diluted,69.2784,69.3152,69.6176,69.5826,75.7595,70.1574,74.1165,74.3574,70.9157,72.5894,71.6547,71.9435,72.0658,71.9324,72.0608,71.7202,72.1229,69.2667
Total_Assets,409.0,416.6,427.6,432.1,464.4,425.2,457.7,454.2,460.4,426.1,443.5,364.8,474.0,392.1,361.4,298.4,290.1,245.2
Total_Liabilities,205.9,197.8,201.7,204.4,230.9,193.6,223.3,227.3,239.3,214.7,230.5,156.0,259.3,194.1,177.5,132.2,129.0,93.8
