AAII_QTR_DATA,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,27666.7,30164.8,32790.7,27997.9,26567.8,20335.6,21435.2,17875.9
Current_Liabilities,13849.9,13365.2,14828.3,10861.8,10096.5,8995.0,11785.6,9826.7
Diluted_EPS,3.406,10.101,9.935,8.921,8.357,2.764,5.33,2.745
Goodwill_Intangibles,2398.2,2388.3,2300.5,2354.2,2210.4,2207.3,2331.9,2437.8
Inventory,939.0,924.8,990.4,857.3,1104.5,1077.1,1256.1,1275.6
LT_Debt,19841.6,20976.6,18826.2,19550.7,18963.3,17335.9,17958.0,19158.0
Revenue,10920.8,18209.0,16010.2,17878.4,15474.4,13772.3,13528.3,11667.5
Shares_Diluted,446.4746,446.4869,446.5353,446.5704,446.5501,446.5199,446.5113,446.7082
Total_Assets,109854.6,110984.9,105537.3,100534.2,95641.0,90404.1,94484.1,93401.1
Total_Liabilities,45161.8,45338.9,42428.4,39031.5,37639.9,34749.1,38115.4,37395.3
