AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,25.4,25.2,12.2,10.5,10.2,7.2,8.7,7.8,13.7,15.6,13.2,,
Current_Liabilities,13.5,13.8,12.7,19.1,17.6,14.5,20.7,19.1,12.4,8.7,11.0,,
Diluted_EPS,-0.143,-1.528,-0.373,-0.118,-0.263,-4.657,-2.744,-19.375,-10.248,-0.049,0.069,0.102,0.0069999999999999
Goodwill_Intangibles,0.6,0.7,0.2,1.0,0.9,1.0,1.0,1.0,0.2,0.2,0.1,,
Inventory,0.0,0.1,0.1,0.2,0.2,0.5,3.0,3.0,7.7,9.1,9.3,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Revenue,1.5,1.0,0.1,0.5,0.3,4.6,8.0,12.1,11.6,14.9,14.1,14.7,9.7
Shares_Diluted,6.2522,3.3895,2.5291,2.2925,2.2925,1.4936,0.6087,0.4847,0.4712,8.7077,7.9,,
Total_Assets,28.4,32.0,13.8,18.5,17.7,15.1,18.5,17.4,18.8,19.8,16.6,,
Total_Liabilities,14.9,19.1,13.0,19.3,17.9,14.7,21.3,19.4,12.4,8.7,11.0,,
