AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,11.8,11.0,10.8,10.3,9.0,11.9,8.8,12.1,12.7,12.2,14.6,17.5,16.8,22.8,19.7,24.1,27.1
Current_Liabilities,48.2,41.1,37.6,33.1,29.5,32.0,34.3,40.1,41.8,41.5,40.9,57.3,51.2,52.6,25.1,27.4,30.5
Diluted_EPS,-0.189,-0.199,-0.118,-0.067,0.003,0.085,0.014,-0.008,-0.002,-0.106,-0.27399999999999997,-0.378,-0.297,-0.716,-0.095,-0.019,-0.168
Goodwill_Intangibles,0.0,0.0,0.1,0.2,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.2
Inventory,1.0,1.8,1.6,1.6,1.4,1.0,1.5,5.1,5.0,4.7,7.1,8.5,9.8,13.7,10.4,11.6,10.1
LT_Debt,0.0,0.0,0.9,0.9,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,17.9,17.9
Revenue,13.1,10.0,12.0,14.9,13.1,15.1,16.1,17.0,16.2,17.4,21.2,22.3,18.8,88.1,21.9,21.8,24.2
Shares_Diluted,33.3862,34.0485,33.3862,33.3862,33.2586,33.0114,49.0976,32.7646,32.4597,32.5694,18.5274,15.5865,15.1834,15.0239,15.0377,14.9988,14.9572
Total_Assets,12.0,11.2,11.3,10.9,9.9,13.0,10.2,13.9,14.8,14.5,17.3,20.5,20.2,24.6,21.6,26.2,29.4
Total_Liabilities,50.0,43.4,41.1,37.2,34.3,37.4,37.5,41.8,42.7,42.5,42.0,58.4,52.5,52.8,43.4,46.6,49.6
