AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,212.5,217.6,203.7,192.8,195.0,188.3,177.6,162.2,174.2,136.6,152.4,144.8,137.4,144.7,139.6,139.1
Current_Liabilities,60.3,56.5,49.9,47.2,36.7,50.3,53.8,52.5,43.5,37.9,34.9,20.9,19.8,24.1,20.7,24.2
Diluted_EPS,-0.168,0.65,0.348,0.151,0.265,0.596,0.612,0.149,0.636,0.218,0.066,0.096,0.118,0.165,0.18899999999999997,0.127
Goodwill_Intangibles,193.8,193.1,196.4,198.8,192.1,194.1,195.8,197.4,201.9,146.0,148.5,149.5,152.1,76.1,76.7,77.8
Inventory,70.1,70.9,74.2,76.8,71.8,72.5,67.2,61.3,60.5,41.0,42.8,39.6,43.3,40.9,41.9,42.0
LT_Debt,25.0,25.0,50.0,60.0,50.0,50.0,58.8,68.8,98.8,48.8,75.8,75.8,75.8,41.9,43.4,44.9
Revenue,67.8,111.2,88.3,76.2,63.5,85.3,92.9,64.2,84.8,57.3,47.4,50.8,48.4,50.2,51.5,53.1
Shares_Diluted,43.586,44.262,44.028,44.03,44.097,44.141,43.779,43.582,43.273,42.968,42.938,42.875,42.91,42.94600000000001,42.905,42.88
Total_Assets,465.9,471.8,458.6,449.7,446.6,439.2,423.9,405.3,419.8,319.1,338.1,325.5,322.4,254.0,249.9,251.4
Total_Liabilities,100.4,97.2,113.4,121.4,124.4,129.7,145.1,157.6,186.5,114.5,140.8,134.5,133.9,72.3,71.2,76.0
