AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,1.6,1.8,1.4,2.1,2.1,2.1,2.2,2.1,2.5
Current_Liabilities,7.0,5.9,8.7,11.5,11.5,6.4,9.0,9.8,6.0
Diluted_EPS,-0.006,-0.008,-0.006,-0.006,-0.008,-0.016,-0.01,-0.009,-0.011
Goodwill_Intangibles,14.6,14.7,14.8,14.9,15.0,15.1,15.2,15.3,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
LT_Debt,2.8,3.7,0.5,0.2,0.4,5.0,2.4,2.8,6.2
Revenue,1.7,1.3,2.0,2.2,2.1,2.0,2.8,2.1,1.8
Shares_Diluted,172.8133,168.6491,158.5479,144.7802,144.7802,143.5969,132.7567,126.3875,126.3875
Total_Assets,18.0,18.4,18.3,19.2,19.4,19.6,18.8,18.9,19.0
Total_Liabilities,10.5,10.6,10.1,13.3,13.6,13.1,12.0,13.2,12.9
