AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,424.4,418.7,416.5,401.1,428.9,451.8,466.4,480.0,471.0,473.8,492.1,500.8
Current_Liabilities,119.5,116.8,110.1,99.5,112.3,112.6,128.9,125.0,117.8,120.1,129.7,95.0
Diluted_EPS,-0.055,-0.105,-0.036,-0.123,-0.152,-0.381,-0.745,-0.106,-0.067,-0.126,-0.071,-0.031
Goodwill_Intangibles,52.7,53.8,50.7,51.6,52.4,53.3,116.9,233.6,236.4,239.2,242.1,237.9
Inventory,94.7,94.7,81.7,82.8,79.9,78.1,78.8,86.8,75.2,77.3,69.4,70.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,107.8,94.8,96.3,84.4,86.1,123.5,139.4,140.4,155.7,144.4,145.9,129.0
Shares_Diluted,228.013,227.019,226.315,226.143,225.853,225.505,225.507,225.415,225.05200000000002,224.653,224.26,224.18200000000002
Total_Assets,795.5,803.3,816.9,813.8,854.0,885.6,994.2,1157.6,1172.7,1188.2,1193.9,1172.4
Total_Liabilities,164.4,162.8,155.7,145.3,160.3,160.6,183.9,181.5,176.6,180.3,159.2,123.2
