AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5.7,8.2,7.8,7.5,7.5,7.5,8.7,8.9,8.4,8.6,9.0,8.7
Current_Liabilities,2.1,4.1,3.6,4.4,4.1,1.3,1.9,2.1,1.2,1.4,1.3,1.3
Diluted_EPS,-0.365,-0.163,0.74,-0.139,-0.527,-0.297,-0.041,-0.082,-0.057999999999999996,-0.229,0.075,-0.012
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
Inventory,1.6,2.0,1.6,2.2,2.7,2.6,2.2,2.6,2.5,2.8,2.0,2.3
LT_Debt,0.0,0.0,0.0,0.5,0.7,2.7,2.7,2.7,2.8,2.8,2.8,2.9
Revenue,4.3,3.1,4.2,3.1,2.6,3.5,5.0,4.5,4.6,3.5,4.9,4.7
Shares_Diluted,1.978,1.9768,1.9764,1.9764,1.9764,1.9764,1.9763,1.9789,1.9823,1.9836,1.9836,1.9836
Total_Assets,13.0,15.6,15.4,15.3,15.4,15.6,16.9,17.2,16.7,17.0,17.4,17.3
Total_Liabilities,2.1,4.1,3.6,4.9,4.8,4.0,4.6,4.8,4.2,4.3,4.3,4.3
