AAII_QTR_DATA,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018
Current_Assets,161.6,150.6,152.4,145.2,146.2,155.4,153.9,95.9
Current_Liabilities,131.6,123.0,127.1,123.3,99.4,122.3,122.9,68.9
Diluted_EPS,0.032,0.027,0.035,-0.204,-0.105,0.05,-0.058,0.043
Goodwill_Intangibles,28.5,29.4,30.9,32.6,34.4,36.3,38.1,
Inventory,50.1,43.3,47.8,49.5,46.1,48.7,53.2,28.4
LT_Debt,41.2,41.9,42.6,43.3,65.2,65.6,66.0,6.6
Revenue,90.4,95.1,90.2,88.7,90.9,102.6,80.9,53.7
Shares_Diluted,29.4935,29.2284,28.1174,28.0578,23.5579,24.4654,21.1511,19.9868
Total_Assets,221.3,212.3,213.4,209.2,212.8,224.8,221.2,108.9
Total_Liabilities,178.1,170.3,172.3,169.4,167.6,191.2,188.9,75.5
