AAII_QTR_DATA,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020
Current_Assets,13.3,13.1,11.0,10.7,11.4,10.7,12.5,12.0
Current_Liabilities,21.6,19.2,20.1,18.1,18.9,15.5,15.5,13.1
Diluted_EPS,-0.515,-0.074,-0.18,-0.143,-0.235,-0.131,-0.181,1.568
Goodwill_Intangibles,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7
Inventory,8.1,8.1,6.9,5.5,6.8,6.0,5.2,5.3
LT_Debt,5.1,3.1,3.3,3.3,1.9,2.6,2.8,3.3
Revenue,22.5,19.3,19.3,18.0,19.5,16.9,17.7,13.9
Shares_Diluted,12.564,12.073,11.721,11.572,11.225,11.013,10.9023,6.5943
Total_Assets,30.4,30.1,26.9,25.3,24.7,23.6,24.7,24.0
Total_Liabilities,36.4,32.0,32.5,29.6,27.5,24.7,24.3,22.2
