AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,134.5,123.7,144.9,143.1,134.1,105.7,109.2,106.4,113.8,113.4,107.6,106.9,108.3
Current_Liabilities,69.0,66.2,95.0,98.0,90.3,39.6,36.5,56.9,60.2,64.0,61.1,66.2,64.8
Diluted_EPS,0.391,0.314,0.386,0.024,0.186,0.067,1.343,-0.336,0.508,0.139,0.445,0.278,-0.091
Goodwill_Intangibles,52.0,53.3,53.5,53.7,55.2,31.4,30.8,33.3,33.1,33.7,33.5,33.2,30.0
Inventory,67.5,63.0,60.8,61.9,62.2,54.9,56.2,55.9,54.9,55.4,53.8,52.9,51.2
LT_Debt,11.1,5.2,0.2,0.2,0.3,2.0,10.8,2.6,0.4,0.4,0.3,0.0,0.0
Revenue,105.6,106.5,103.6,98.1,90.3,72.1,91.0,88.6,94.8,96.1,91.3,86.3,88.5
Shares_Diluted,9.357,9.349,9.328,9.337,9.33,9.298,9.334,8.959,9.389,9.381,9.317,9.342,8.919
Total_Assets,254.5,244.5,264.7,256.3,251.3,195.7,198.4,204.4,207.7,209.0,203.9,197.1,197.0
Total_Liabilities,120.1,113.6,137.7,133.9,130.0,76.7,81.7,96.4,94.8,99.7,97.3,98.0,98.9
