AAII_QTR_DATA,09/17/2022,03/05/2022,09/18/2021,03/06/2021,09/19/2020,03/07/2020,09/21/2019,03/09/2019,09/22/2018,03/10/2018,09/23/2017,03/11/2017,09/24/2016
Current_Assets,10062.0,8366.8,8889.3,8869.4,9828.7,9409.3,10107.9,9369.6,9091.6,9694.0,9725.2,8966.1,8351.8
Current_Liabilities,14394.4,12246.2,13258.8,14679.8,15166.3,14954.1,15683.8,14704.6,12838.2,12710.7,13863.0,12196.3,10909.2
Diluted_EPS,0.602,0.608,0.799,-0.054,-0.411,0.331,-0.09,0.127,0.23,0.292,0.377,0.185,0.698
Goodwill_Intangibles,1267.1,1248.4,1242.2,1134.3,1064.8,1208.7,1250.9,1294.4,1213.1,1322.6,1152.4,1140.7,1013.5
Inventory,2346.7,2230.1,2087.4,2016.6,2029.0,2149.4,2423.7,2393.9,2168.7,2233.2,2667.2,2521.4,2426.1
LT_Debt,7047.6,8441.3,8049.1,7518.0,7621.0,8081.4,7772.4,7622.2,7676.6,1976.6,1996.2,2896.4,2693.8
Revenue,20362.3,17586.2,19513.5,17515.5,18533.1,17244.9,18735.4,17225.1,17459.6,17041.4,20258.4,19293.1,16117.2
Shares_Diluted,587.55,588.125,587.375,552.075,552.925,683.15,551.85,617.15,616.15,609.0,605.9,536.15,544.35
Total_Assets,33623.7,33397.8,31863.9,31347.7,33610.0,34669.8,35872.3,34761.7,31300.7,27145.1,28607.1,28122.9,25418.8
Total_Liabilities,23783.8,22944.8,22975.9,23031.7,24690.9,25001.2,26061.0,25104.2,23020.5,18001.3,19010.5,18361.3,17139.6
