AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,348.3,341.8,322.7,298.8,280.5,275.6,274.7,48.9,,,,,,
Current_Liabilities,48.0,52.5,46.8,40.1,35.9,36.9,40.3,30.6,,,,,,
Diluted_EPS,0.024,0.029,0.04,0.041,0.012,-0.006,-0.051,-0.001,0.003,0.001,-0.003,-0.018,-0.021,-0.019
Goodwill_Intangibles,494.1,498.0,501.9,505.8,509.7,513.6,517.5,521.4,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.3,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,88.4,83.9,78.8,73.9,67.4,61.6,55.5,51.7,47.4,45.0,39.0,33.8,28.7,24.0
Shares_Diluted,169.9076,169.4919,169.2228,168.9509,169.0161,162.6382,161.6019,160.9565,,,,,,
Total_Assets,889.8,886.5,871.1,850.8,836.2,804.0,806.0,582.1,,,,,,
Total_Liabilities,75.7,81.5,77.0,72.6,72.3,46.9,50.9,151.8,,,,,,
