AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,286.3,314.9,299.3,303.6,331.4,352.2,316.4,320.2,309.9,103.9,78.6,,,,,,
Current_Liabilities,63.1,87.1,70.6,70.7,75.2,83.1,61.6,55.8,56.6,79.7,54.4,,,,,,
Diluted_EPS,-0.04,-0.035,-0.051,-0.055,-0.052,0.025,-0.042,-0.062,-0.053,0.138,0.127,-0.001,0.006,0.092,0.042,0.064,-0.03
Goodwill_Intangibles,12.9,13.1,13.4,13.6,13.9,14.2,14.5,14.8,15.1,15.4,15.7,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,17.5,17.5,17.5,17.5,18.2,20.2,22.2,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,41.7,54.5,48.8,51.2,42.6,82.7,50.9,50.4,40.1,56.5,40.2,30.4,38.2,52.0,38.9,41.8,32.3
Shares_Diluted,62.1468,62.2772,61.5423,61.3361,61.1537,62.253,60.6197,58.9356,58.9356,58.9356,58.9356,,,,,,
Total_Assets,349.1,377.9,358.5,359.9,388.7,389.1,354.0,356.4,341.8,133.5,108.8,,,,,,
Total_Liabilities,289.1,318.6,299.8,300.8,328.6,329.0,297.7,261.0,277.2,105.9,81.5,,,,,,
