AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1048.6,1024.9,1495.7,1486.8,1346.8,1335.7,1277.2,1514.0,1296.0,754.5,639.6,555.7,,,,,
Current_Liabilities,357.4,461.8,525.9,616.4,531.5,569.7,580.6,529.1,422.5,640.4,578.1,597.1,,,,,
Diluted_EPS,0.23,0.237,0.165,0.088,0.202,0.25,0.196,0.219,0.087,0.245,0.293,-0.341,0.087,0.073,0.161,0.181,0.29
Goodwill_Intangibles,1151.2,1165.2,1176.8,1204.7,1248.6,1205.4,1231.8,790.7,796.8,812.5,811.2,809.2,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2408.5,2411.2,2414.3,2417.3,2420.3,2422.9,2425.8,2428.5,2433.0,2209.8,2237.2,2264.4,0.0,0.0,0.0,0.0,0.0
Revenue,656.2,631.2,647.8,659.6,676.9,649.0,635.9,659.2,638.9,573.5,613.3,650.5,534.2,488.2,486.8,466.9,445.7
Shares_Diluted,365.1,368.6,412.7,412.8,412.5,409.8,411.6,411.7,409.5,310.0429,409.5857,409.5857,,,,,
Total_Assets,2694.3,2697.6,2993.4,3006.2,2888.9,2803.3,2727.4,2519.4,2304.4,1776.2,1641.4,1542.3,,,,,
Total_Liabilities,3155.0,3266.2,3081.8,3190.3,3128.9,3181.0,3235.4,3128.5,3030.2,3019.7,2982.8,3017.0,,,,,
