AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,165.3,186.9,201.4,227.9,256.0,273.1,300.7,112.4,185.3,,,,
Current_Liabilities,27.2,30.3,30.0,31.7,41.9,33.9,30.2,29.8,17.4,,,,
Diluted_EPS,-0.255,-0.213,-0.299,-0.316,-0.327,-0.279,-0.326,-0.467,-0.132,-0.063,-0.143,-0.188,-0.153
Goodwill_Intangibles,72.1,73.0,73.8,74.6,75.5,76.3,78.8,79.6,3.5,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7.5,8.7,7.8,8.9,2.9,4.4,5.7,156.7,131.7,0.0,0.0,0.0,0.0
Revenue,1.3,1.6,2.4,1.0,0.8,1.5,1.5,0.7,1.1,2.7,0.9,0.6,0.6
Shares_Diluted,91.4795,91.323,91.1053,90.6695,90.2722,90.2095,73.2913,90.375,90.375,,,,
Total_Assets,295.8,321.0,339.4,366.3,395.5,426.2,449.1,257.1,222.8,,,,
Total_Liabilities,41.8,46.6,46.4,50.1,55.0,60.1,61.1,220.0,160.0,,,,
