AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,651.6,617.6,969.8,856.2,856.6,829.9,883.2,843.8,875.7,864.9,887.8,982.6
Current_Liabilities,324.0,309.5,403.6,324.5,346.2,335.5,381.7,322.7,339.3,339.4,389.3,344.6
Diluted_EPS,0.188,1.309,0.213,0.175,-0.067,0.196,-0.381,0.155,0.131,0.165,0.941,0.18899999999999997
Goodwill_Intangibles,286.6,288.5,294.9,293.9,293.6,294.9,300.0,373.5,385.9,394.2,314.9,404.4
Inventory,260.2,251.4,260.3,272.8,290.7,266.3,264.6,358.3,371.8,366.6,245.8,377.6
LT_Debt,354.7,356.5,791.5,798.8,810.8,797.0,798.9,827.8,850.0,860.4,806.1,923.6
Revenue,294.3,288.4,260.0,241.9,204.8,252.3,244.8,245.3,261.0,263.4,1082.2,395.2
Shares_Diluted,82.665,82.497,83.423,82.771,82.246,82.096,81.978,82.495,82.678,82.48,85.085,85.162
Total_Assets,1420.7,1389.0,1960.9,1822.5,1795.2,1772.0,1834.6,1782.7,1825.0,1823.4,1866.1,1882.0
Total_Liabilities,916.7,905.2,1531.0,1441.9,1444.6,1420.2,1474.2,1405.1,1449.0,1457.1,1489.4,1502.9
