AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019
Current_Assets,88.4,79.8,86.9,74.6,,
Current_Liabilities,78.7,71.2,80.1,69.3,,
Diluted_EPS,0.249,0.107,0.255,0.195,0.057,-0.017
Goodwill_Intangibles,0.4,0.4,0.5,0.5,,
Inventory,0.4,1.2,2.5,1.7,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,290.4,140.5,279.4,127.7,165.2,80.2
Shares_Diluted,,,,,,
Total_Assets,89.6,80.4,87.5,75.2,,
Total_Liabilities,79.1,71.2,80.1,69.3,,
