AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,86.0,88.7,95.7,92.9,81.0,81.1,87.9,83.4,79.9,81.7,82.8,80.6,100.8,117.6,108.5,88.5,64.4,80.8,53.7
Current_Liabilities,55.3,55.9,60.8,58.5,34.0,29.3,33.7,28.3,20.8,20.2,17.8,11.0,24.9,20.4,35.1,33.6,26.0,35.3,22.4
Diluted_EPS,0.231,0.146,0.225,0.169,0.105,0.009,0.028,-0.039,-0.039,-0.05,-0.114,-0.193,-0.6509999999999999,0.387,0.368,0.433,0.4379999999999999,0.474,0.494
Goodwill_Intangibles,14.3,14.4,14.6,14.8,15.0,15.2,15.4,15.6,15.8,16.0,16.2,16.4,16.6,21.0,21.2,21.4,21.6,21.8,22.0
Inventory,7.6,5.3,5.6,4.3,2.1,1.7,1.2,1.9,1.5,1.0,1.1,1.0,2.8,7.1,7.5,8.6,10.4,10.5,8.6
LT_Debt,29.4,11.4,8.3,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.2,8.2
Revenue,82.7,84.1,92.3,86.7,56.9,45.9,49.4,35.2,28.7,25.3,20.5,9.3,47.8,62.9,59.6,64.1,55.1,57.3,56.7
Shares_Diluted,31.214,31.641,31.599,31.432,31.3845,31.131,31.058,30.984,29.957,28.924,28.787,28.638,29.312,38.789,30.98,30.644,28.115,27.176,26.329
Total_Assets,473.0,462.6,460.1,442.4,412.9,406.2,414.8,411.6,409.9,411.9,417.1,419.8,445.5,505.1,506.1,492.7,469.0,458.6,372.8
Total_Liabilities,265.2,246.9,246.6,234.2,208.0,203.1,210.0,205.4,199.9,210.6,211.9,209.5,227.7,241.2,251.7,247.5,237.9,260.2,214.5
