AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,319.5,162.5,171.9,194.8,186.3,207.4,242.1,256.2,269.3,,1.5,,
Current_Liabilities,72.7,29.5,25.7,23.4,24.1,22.1,19.0,13.0,11.4,,0.1,,
Diluted_EPS,-6.028,-2.288,-1.984,-1.599,-1.896,-1.706,-0.809,-2.053,-0.13,-0.662,-0.01,-0.07,-0.1159999999999999
Goodwill_Intangibles,96.9,69.3,70.4,71.6,72.6,73.7,,,,,0.0,,
Inventory,28.7,19.5,20.8,17.2,11.6,7.4,6.5,4.7,5.3,,,,
LT_Debt,39.9,39.6,19.2,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,17.2,10.9,11.2,10.3,8.6,11.9,7.8,7.4,6.6,18.9,,4.3,2.3
Shares_Diluted,29.4116,18.4307,18.1361,17.5057,17.0906,16.6144,15.6647,15.5924,161.3433,,5.4139,,
Total_Assets,464.0,256.1,266.3,290.6,283.9,307.7,261.3,275.8,290.0,,201.5,,
Total_Liabilities,141.3,84.5,61.0,59.6,46.7,47.0,40.7,49.8,38.3,,7.1,,
