AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,404.3,380.9,389.7,354.9,331.5,337.9,393.5,395.2,398.1,576.6
Current_Liabilities,182.4,185.5,207.8,198.6,210.0,235.4,214.4,161.4,123.8,278.4
Diluted_EPS,0.486,0.159,0.374,0.073,-0.096,0.324,0.757,0.442,-0.258,0.882
Goodwill_Intangibles,52.8,53.7,54.6,55.5,53.7,54.6,55.5,56.4,57.3,58.5
Inventory,2.9,3.9,3.7,4.1,5.3,5.2,5.3,4.9,4.5,5.1
LT_Debt,295.5,269.7,271.8,254.3,255.6,241.4,234.4,315.3,346.1,372.7
Revenue,213.5,175.4,172.6,192.3,192.8,200.7,197.0,209.5,213.8,220.3
Shares_Diluted,24.445,20.0176,21.0991,19.994,19.9441,20.7389,19.6335,18.2326,18.1663,21.1926
Total_Assets,1532.1,1499.7,1528.8,1508.9,1513.0,1530.2,1603.4,1621.8,1471.0,1657.9
Total_Liabilities,687.5,672.2,707.1,696.6,701.2,718.4,857.0,891.7,766.9,951.8
