AAII_QTR_DATA,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018
Current_Assets,27.5,26.9,25.0,26.7,14.0,13.7,,
Current_Liabilities,8.0,10.7,13.3,14.2,17.8,20.1,,
Diluted_EPS,-0.091,-0.003,-0.074,0.439,0.389,0.412,0.697,0.364
Goodwill_Intangibles,19.9,21.7,20.4,19.1,19.3,17.9,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.2,11.9,13.9,15.3,15.2,13.4,24.7,11.1
Shares_Diluted,14.9079,12.4754,12.0603,10.0,12.45,12.45,,
Total_Assets,73.1,61.3,59.2,61.1,45.7,45.8,,
Total_Liabilities,22.8,10.7,13.6,15.8,17.8,22.7,,
