AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,110.5,129.1,146.1,164.1,207.9,228.3,242.9,25.7,,,
Current_Liabilities,9.4,10.5,9.8,9.8,5.5,6.2,4.7,3.9,,,
Diluted_EPS,-0.14,-0.607,-0.149,-0.158,-0.139,-0.247,-0.269,-0.037,-0.036,-0.027,-0.048
Goodwill_Intangibles,18.3,19.1,90.6,91.6,,,,,,,
Inventory,6.1,3.6,3.2,1.9,1.0,1.0,1.3,1.3,,,
LT_Debt,0.0,0.0,2.0,0.0,0.0,0.0,1.9,2.2,0.0,0.0,0.0
Revenue,2.3,6.1,4.7,3.0,0.7,1.0,1.1,1.1,1.8,3.4,1.5
Shares_Diluted,152.8277,152.1091,150.9405,146.2789,137.9087,138.1228,137.5893,142.7185,,,
Total_Assets,147.9,167.6,244.8,264.0,215.2,235.8,250.4,30.6,,,
Total_Liabilities,22.1,23.2,13.8,17.7,14.8,21.9,14.0,7.9,,,
