AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,299.5,285.7,289.8,312.0,306.6,263.7,239.2,239.5,247.9,249.5,255.1,254.1,267.0,271.6,290.4
Current_Liabilities,133.6,131.4,129.4,162.2,137.7,83.4,64.5,53.6,66.5,67.6,71.0,71.7,83.8,91.2,100.7
Diluted_EPS,0.21,0.029,-0.017,-0.183,-0.008,0.019,-0.085,0.025,-0.018,-0.076,-0.048,0.025,0.053,0.128,0.006
Goodwill_Intangibles,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,
Inventory,130.6,128.8,128.0,128.8,133.3,96.4,104.7,85.2,98.0,100.2,92.5,83.9,102.3,95.2,104.9
LT_Debt,14.1,13.8,13.9,5.2,5.2,5.4,5.2,2.3,2.1,2.2,2.3,0.0,0.1,0.1,0.0
Revenue,226.5,310.7,207.4,251.4,225.3,186.0,127.6,88.5,89.1,79.0,81.6,107.5,101.2,111.2,106.1
Shares_Diluted,20.0204,20.0204,20.0204,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197,13.8197
Total_Assets,371.0,352.0,360.8,389.4,380.5,338.1,303.3,298.9,303.8,306.8,310.6,305.8,319.0,322.5,344.5
Total_Liabilities,219.4,212.1,213.7,241.9,227.9,180.3,155.2,145.1,154.6,154.8,158.9,155.8,167.3,171.4,186.2
