AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,138.7,142.7,143.9,135.6,110.4,107.1,104.4,86.0,89.6,99.5,110.9,182.4,149.2,129.4,99.2,100.2,108.0,112.9,110.2,166.9
Current_Liabilities,144.9,72.4,80.2,88.8,72.5,67.6,74.2,42.6,42.3,39.7,45.5,101.3,78.7,59.0,42.5,39.4,38.7,36.3,25.7,57.3
Diluted_EPS,0.225,0.172,0.048,-0.152,-0.141,-0.409,-0.272,-0.334,-0.165,-0.19,-0.067,0.328,0.2689999999999999,0.089,-0.0969999999999999,-0.106,0.04,-0.6709999999999999,-0.268,-0.192
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,25.7,25.4,27.1,34.1,22.8,20.9,16.8,19.3,23.8,19.4,17.6,10.1,19.1,22.5,16.0,22.1,22.0,20.3,20.4,21.8
LT_Debt,161.1,266.3,286.6,313.0,263.1,283.4,288.4,323.5,329.1,334.6,312.2,318.1,354.5,375.4,384.9,390.4,395.7,417.8,414.4,346.6
Revenue,87.1,241.6,47.4,50.3,15.5,146.2,9.3,35.6,48.0,43.8,56.0,122.6,132.1,95.4,67.4,66.2,88.3,124.0,23.2,27.0
Shares_Diluted,208.7964,209.015,206.9049,203.3052,191.1449,178.3844,164.2251,160.7482,151.8569,151.1286,149.7975,149.6897,147.2306,143.3565,142.3097,141.9697,141.9697,141.9697,141.9697,141.9697
Total_Assets,863.0,879.9,881.9,899.2,829.1,851.2,911.8,929.6,949.4,974.3,989.2,1057.7,1037.8,1030.9,1011.7,1028.2,1051.4,1071.1,1070.2,1074.3
Total_Liabilities,307.0,339.9,368.1,403.3,337.3,352.9,364.1,366.9,372.2,375.2,358.8,420.2,434.1,435.5,442.9,445.2,449.3,469.1,456.1,419.6
