AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,449.5,415.5,385.7,484.6,469.8,446.9,437.4,474.2,444.1,439.3
Current_Liabilities,210.1,237.4,229.6,204.8,202.0,200.7,188.1,236.4,201.0,208.8
Diluted_EPS,0.05,-0.859,-0.544,-0.178,-0.503,-2.436,-0.905,-0.163,-5.422999999999999,147.759
Goodwill_Intangibles,1121.3,1109.5,1104.3,1013.0,1109.9,1115.3,1303.6,1381.3,1379.5,1513.6
Inventory,133.1,120.6,98.4,67.5,71.1,62.0,65.0,70.0,73.9,66.2
LT_Debt,1308.6,1305.9,1300.9,1301.4,1311.8,1312.0,1328.0,1330.3,1328.1,1336.8
Revenue,135.0,128.7,131.9,130.0,122.0,119.6,131.1,135.6,117.6,127.7
Shares_Diluted,48.9135,48.9135,48.9135,48.9135,48.9135,48.9135,48.9135,48.9135,15.6616,12.1
Total_Assets,1581.0,1537.9,1503.4,1509.4,1593.0,1593.8,1759.7,1875.0,1830.9,1958.8
Total_Liabilities,1573.4,1606.0,1584.7,1564.1,1577.9,1604.8,1616.3,1669.4,1634.3,1661.7
