AAII_QTR_DATA,04/02/2023,01/01/2023,10/02/2022,07/03/2022,04/03/2022,01/02/2022,10/03/2021,07/04/2021,04/04/2021,01/03/2021,09/27/2020,06/28/2020
Current_Assets,81.4,69.0,78.7,73.0,81.1,49.1,81.6,65.8,,,,
Current_Liabilities,67.2,47.6,69.6,65.8,80.9,43.1,162.8,57.4,,,,
Diluted_EPS,-0.143,-0.135,0.024,0.154,0.053,-3.371,0.059,,-0.036,-0.108,0.006,-0.414
Goodwill_Intangibles,57.1,57.0,56.8,56.6,56.4,56.2,56.0,56.0,,,,
Inventory,51.8,43.2,49.4,48.6,42.1,22.2,23.4,21.2,,,,
LT_Debt,22.1,27.4,17.7,17.2,17.7,25.0,0.0,94.4,0.0,0.0,0.0,0.0
Revenue,91.0,91.0,105.3,131.5,111.9,96.8,106.3,103.6,69.0,54.5,54.5,139.6
Shares_Diluted,39.234,38.9894,38.8984,38.9929,38.3858,38.4005,38.428,,,,,
Total_Assets,179.6,167.2,180.2,172.0,178.2,113.8,145.3,129.5,,,,
Total_Liabilities,115.8,102.3,113.3,109.6,124.4,69.3,165.2,154.1,,,,
