AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019
Current_Assets,53.0,76.3,92.8,117.6,143.7,169.7,189.3,0.4,0.7,0.6,1.1,1.4,1.2,1.4,0.1
Current_Liabilities,31.7,43.2,32.8,30.7,34.5,38.9,35.3,9.8,5.4,2.5,0.1,0.1,0.3,0.2,0.0
Diluted_EPS,-0.238,-0.295,-0.26,-0.281,-0.336,-0.034,-0.093,0.924,0.738,-0.131,-0.007,0.002,0.012,0.003,0.0
Goodwill_Intangibles,0.3,0.3,0.3,0.7,0.7,0.3,0.3,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,2.4,5.6,8.5,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.1,,,,,,0.0
Shares_Diluted,87.5596,82.819,82.0668,81.3195,79.9584,81.0811,60.5896,69.6532,87.6848,22.1075,22.1075,22.1075,22.1075,21.7061,19.25
Total_Assets,68.8,92.4,108.7,133.8,162.4,185.8,205.6,173.1,173.7,173.7,174.2,174.4,174.6,174.2,0.1
Total_Liabilities,39.9,53.8,48.8,51.6,61.2,53.9,78.1,54.2,51.7,9.4,7.0,7.0,7.2,7.1,0.0
