AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,51.0,59.5,54.7,60.3,55.2,5.2,4.6,4.4,5.3,4.0,7.0,4.8,4.9,3.9,3.8
Current_Liabilities,20.1,25.0,18.2,13.6,9.5,14.5,9.4,13.0,14.0,12.3,13.5,10.3,11.2,9.6,8.1
Diluted_EPS,-0.066,-0.063,0.005,0.107,-0.203,-0.236,-0.144,-0.328,-0.358,-0.565,-0.644,-0.672,-0.35,-0.405,-0.034
Goodwill_Intangibles,9.4,9.6,10.6,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.1,0.1
Inventory,0.4,0.5,0.6,0.6,0.6,0.5,0.8,1.0,0.9,0.7,1.0,1.3,1.0,1.2,1.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.0,4.8,1.0,0.0,0.0,1.8,0.8,0.2,0.0,0.0
Revenue,21.1,19.0,18.3,12.8,12.0,9.2,8.4,4.0,4.3,7.1,5.6,11.5,5.8,5.4,5.3
Shares_Diluted,10.509,9.5488,12.2045,11.7253,7.832,4.7117,4.8147,4.7925,4.7398,4.6594,4.3626,4.329,4.2282,4.3591,24.8287
Total_Assets,65.5,74.2,68.0,63.1,58.0,8.2,7.6,7.4,8.5,7.4,10.1,8.1,8.0,5.7,5.5
Total_Liabilities,20.9,26.0,19.2,13.6,9.5,15.6,14.3,14.0,14.1,12.4,15.4,11.1,11.5,9.6,8.1
