AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,16.9,19.1,12.8,21.1,15.2,19.0,20.4,21.4,6.6,1.6,0.6,0.5,0.9
Current_Liabilities,20.5,15.8,9.8,11.3,11.5,11.9,8.9,2.7,2.4,2.9,7.3,7.2,3.5
Diluted_EPS,-0.113,-0.134,-0.211,-0.363,-0.107,-0.13,-0.068,-0.433,-0.065,-0.081,-0.054,-0.362,-0.077
Goodwill_Intangibles,29.4,27.4,22.6,23.6,30.5,28.7,15.9,8.7,6.7,7.1,7.6,7.3,11.9
Inventory,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,30.5,28.1,13.9,14.5,15.1,12.5,5.6,1.1,1.0,1.3,0.9,0.9,0.6
Revenue,20.8,16.1,7.7,27.2,8.7,6.9,2.2,0.7,3.3,6.6,2.9,3.1,4.2
Shares_Diluted,39.481,39.481,39.231,37.449,38.453,36.887,35.438,21.884,20.1731,19.6689,18.1242,16.2326,15.9701
Total_Assets,72.8,72.2,55.6,65.4,63.7,63.0,42.6,31.5,14.4,10.1,9.8,9.5,14.3
Total_Liabilities,54.1,46.0,25.4,27.6,28.8,25.5,14.5,3.8,8.8,8.7,8.2,8.1,8.2
