AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,502.7,509.6,502.1,137.9,69.0,86.2,,,,,
Current_Liabilities,69.6,102.3,98.8,121.8,71.7,76.2,,,,,
Diluted_EPS,-0.109,-0.105,-2.76,-3.343,-0.31,,,-0.091,-0.052000000000000005,,
Goodwill_Intangibles,31.6,26.9,27.1,0.3,0.4,0.5,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,43.3,43.0,32.1,40.6,30.0,29.1,20.8,35.1,21.5,,
Shares_Diluted,159.8453,159.8453,159.8453,159.8453,159.8453,,,,,,
Total_Assets,548.9,550.3,544.7,151.9,82.7,99.0,,,,,
Total_Liabilities,75.2,106.6,103.5,125.2,73.1,75.5,,,,,
