AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,51.7,50.9,81.9,86.5,102.8,106.5,108.7,0.0,0.0,0.0,0.1,0.1,0.2,0.2
Current_Liabilities,111.1,118.1,146.2,137.1,142.9,145.9,161.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Diluted_EPS,-1.991,-7.429,-47.8,-5.692,-5.524,-4.526,-21.256,-0.69,-0.19,-0.082,-0.006,-0.001,0.0,-0.003
Goodwill_Intangibles,0.6,0.8,8.5,224.0,220.7,221.0,221.4,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.1,0.1,0.4,1.8,1.9,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,51.5,42.1,42.9,35.9,36.9,34.1,124.3,,,,,,0.0,0.0
Shares_Diluted,4.4413,4.3737,4.5306,4.2406,4.2259,4.1783,3.2571,0.0983,0.0981,0.0977,5.7832,5.7832,5.37,5.22
Total_Assets,147.2,190.2,265.5,500.2,525.0,537.9,558.2,6.4,6.5,6.5,7.1,7.1,0.2,0.2
Total_Liabilities,139.9,171.6,217.8,235.9,243.9,248.5,274.6,0.3,0.2,0.2,0.2,0.2,0.2,0.2
