AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,03/31/2019,12/31/2018,03/31/2018
Current_Assets,105.4,107.4,25.4,26.5,39.2,37.0,18.2,10.6,9.3,,
Current_Liabilities,76.7,82.1,3.1,2.0,4.7,6.5,3.3,7.1,3.2,,
Diluted_EPS,-0.416,-0.8,-0.256,-0.076,0.022,-0.184,-0.088,-0.174,-0.192,-0.8909999999999999,-0.105
Goodwill_Intangibles,53.5,51.8,1.1,1.2,1.3,1.4,0.1,0.1,0.0,,
Inventory,61.3,61.9,8.5,9.2,11.5,13.8,10.0,8.1,8.5,,
LT_Debt,82.2,82.1,1.9,2.6,4.4,0.7,0.0,0.0,0.0,0.0,0.0
Revenue,140.0,33.0,4.0,13.4,7.7,5.3,3.0,7.8,4.9,16.6,2.4
Shares_Diluted,10.0865,10.0405,10.0118,9.9204,9.9245,9.3261,6.5317,19.9256,7.2817,,
Total_Assets,222.8,218.5,34.4,36.5,41.9,40.0,19.9,13.6,12.3,,
Total_Liabilities,192.4,184.0,5.3,4.9,9.7,7.9,4.1,7.9,4.3,,
