AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,203.4,223.3,242.2,251.6,237.2,255.3,269.4,277.4,264.7,282.4
Current_Liabilities,55.9,63.1,69.0,79.7,63.5,72.7,78.4,88.2,66.6,73.1
Diluted_EPS,-1.502,-2.022,-0.559,-16.709,-45.059,-54.912,-37.694,-38.182,-8.418,-3.3280000000000003
Goodwill_Intangibles,5.5,5.5,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
Inventory,130.1,140.1,149.6,151.2,144.4,150.1,157.7,164.2,160.7,167.9
LT_Debt,218.2,221.1,223.0,254.2,271.7,270.4,269.0,260.0,246.0,239.9
Revenue,77.4,79.5,84.7,126.6,126.0,136.1,147.9,149.5,137.6,148.1
Shares_Diluted,7.2043,7.2924,7.2503,0.6608,0.2222,0.2221,0.2203,0.2096,2.0,2.0
Total_Assets,289.6,312.2,334.2,346.3,330.3,347.0,365.2,375.1,330.4,360.1
Total_Liabilities,306.8,319.5,328.5,373.4,371.4,382.4,388.7,391.3,339.8,344.5
