AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020
Current_Assets,531.2,483.0,500.8,550.9,491.6,500.5,478.7,526.3,495.7,477.3,488.0
Current_Liabilities,761.0,634.6,780.7,969.4,821.5,644.5,763.1,989.0,842.1,634.7,716.1
Diluted_EPS,-1.287,0.68,-0.32,0.758,0.627,0.99,0.244,0.723,0.393,1.218,0.291
Goodwill_Intangibles,2071.5,2128.9,2185.1,2233.6,2377.7,2333.8,2373.9,2408.7,2414.2,2014.0,2043.6
Inventory,33.2,34.4,33.4,36.6,39.7,39.7,40.4,42.5,40.7,42.2,45.1
LT_Debt,940.6,978.7,917.2,768.3,902.0,1032.5,952.0,809.1,948.2,825.2,835.8
Revenue,491.4,514.8,487.6,545.7,515.9,533.0,488.4,536.3,482.9,491.0,431.3
Shares_Diluted,55.514,56.195,55.7344,56.949,56.389,56.5323,56.599,57.154,56.332,56.165,56.193
Total_Assets,3150.3,3128.4,3229.3,3361.7,3378.0,3346.0,3362.8,3446.4,3426.4,3020.4,3068.9
Total_Liabilities,2123.4,2050.6,2147.0,2219.4,2258.5,2239.4,2284.9,2355.1,2362.6,2000.2,2095.2
