AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,282.4,360.4,689.4,294.9,310.3,339.6,271.7,175.0,464.6,124.2,112.6,82.4,110.5,23.9
Current_Liabilities,1602.8,1338.7,1103.1,751.9,593.5,581.3,918.6,494.0,364.1,563.3,401.1,356.4,336.6,46.8
Diluted_EPS,0.106,0.157,0.657,2.008,0.792,0.62,1.246,0.979,-0.177,0.537,0.34,0.113,-0.269,0.264
Goodwill_Intangibles,49.0,49.7,50.5,51.2,52.0,52.7,52.7,54.5,54.1,159.4,160.7,158.7,159.0,21.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,6763.1,7061.3,7332.8,6760.8,5932.1,5293.4,4828.3,4730.2,4749.2,5636.3,5582.7,5353.2,5253.7,602.7
Revenue,275.0,264.3,382.5,441.3,204.2,191.9,170.3,160.7,141.3,137.7,133.5,128.0,122.3,15.0
Shares_Diluted,310.3148,308.3303,311.9104,311.9672,276.7636,272.5584,217.7689,200.7425,194.8986,195.1815,222.8229,195.1961,195.0806,214.0854
Total_Assets,16938.0,16817.5,16757.3,15515.9,13732.7,12357.0,10937.2,9343.7,8386.5,9436.3,8987.7,8554.3,8377.5,2948.8
Total_Liabilities,11811.2,11698.0,11687.0,10642.1,9391.5,8232.3,7703.0,6637.9,6147.8,7154.3,6806.5,6484.2,6335.9,831.4
